 0.23643982 0.61391366 0.57164174 0.49949798 0.44240004 0.4277011
 0.3651685  0.53687584 0.51406425 0.46287957 0.51070386 0.5165405 ]"
"[0.50363743 0.4936572  0.2327106  0.22228122 0.76809776 0.5034251
 0.33822998 0.48515564 0.38136184 0.48675442 0.61961013 0.6035349
 0.42786735 0.48041582 0.596233   0.4985419  0.56928366 0.44792733]"
"[0.4991961  0.487607   0.9366662  0.92988825 0.0629359  0.7501542
 0.06960813 0.7302017  0.35488516 0.53613114 0.639706   0.6251619
 0.43897295 0.46300203 0.56367093 0.50720036 0.562976   0.40419847]"
"[0.50481325 0.47963458 0.7792932  0.7646663  0.21834859 0.6026364
 0.18749554 0.57976305 0.15838563 0.49725002 0.82443726 0.81296253
 0.5108353  0.40899777 0.661876   0.5273929  0.6182278  0.35213035]"
"[0.4993264  0.4944287  0.76227796 0.74514616 0.23577607 0.3460238
 0.47561914 0.32334358 0.26895756 0.4880418  0.72005284 0.7072283
 0.46782428 0.4586595  0.62031645 0.508849   0.5871711  0.4147741 ]"
"[0.51000226 0.4882354  0.5377258  0.5221864  0.461866   0.45664272
 0.3388924  0.43502682 0.13126096 0.46407455 0.85617733 0.8477911
 0.54259366 0.39997885 0.71467656 0.53129596 0.656037   0.34350258]"
"[0.5043587  0.49061042 0.6191923  0.60036564 0.3787831  0.52511036
 0.29801026 0.5043681  0.29195    0.49681154 0.70363384 0.69010764
 0.46600008 0.44673076 0.6235847  0.5104264  0.592605   0.40009817]"
"[0.50405085 0.4791743  0.83571625 0.822025   0.16217268 0.6734098
 0.16976067 0.6544486  0.29802722 0.51598155 0.69715655 0.68185174
 0.4611617  0.4444558  0.6052395  0.5132537  0.58328706 0.3930123 ]"
"[0.49609238 0.48378372 0.8901736  0.87681377 0.10744984 0.30757287
 0.5472307  0.29108843 0.2656252  0.50183624 0.7254089  0.71391594
 0.4780871  0.4402849  0.62553513 0.51566184 0.59508514 0.38991198]"
"[0.4924768  0.49373072 0.8897239  0.87790143 0.10828414 0.2588441
 0.6252432  0.24578115 0.34565648 0.51463157 0.6538201  0.63991123
 0.45493302 0.4589033  0.59000874 0.51322013 0.5735017  0.40889937]"
"[0.51643336 0.49184638 0.3085723  0.2938688  0.6919253  0.56987226
 0.2582404  0.5497837  0.0744893  0.48167974 0.9053033  0.89664155
 0.533696   0.3851587  0.7118088  0.5297144  0.6496545  0.3273532 ]"
"[0.49510956 0.49795055 0.74528736 0.7288045  0.25293085 0.4933045
 0.2792241  0.47225815 0.5074605  0.50312227 0.50653917 0.4919154
 0.4025418  0.5078779  0.541789   0.4885806  0.5346603  0.47664005]"
"[0.48518997 0.5033177  0.8962452  0.883132   0.10145805 0.47847143
 0.3304252  0.4551274  0.79274726 0.52233535 0.24550185 0.2325755
 0.33033893 0.5750768  0.43587986 0.4550416  0.4626305  0.5579993 ]"
"[0.48955098 0.49422374 0.9705041  0.96606416 0.02878642 0.5058852
 0.3029295  0.4822585  0.6749729  0.5350814  0.3523901  0.33963037
 0.36391145 0.53799504 0.4664089  0.47269526 0.48846656 0.506659  ]"
"[0.512852   0.4986108  0.4779989  0.46140632 0.522501   0.8299948
 0.08209071 0.81679326 0.34377232 0.5318473  0.6580469  0.64300907
 0.44256788 0.44159722 0.5859897  0.50250614 0.56822836 0.39115277]"
"[0.49801874 0.5008966  0.34018964 0.32477683 0.6602135  0.6789066
 0.19216037 0.66518295 0.5817044  0.5163544  0.44002175 0.422081
 0.37282556 0.5189396  0.5132669  0.47849956 0.5138501  0.49156123]"
"[0.49668533 0.5163325  0.21328485 0.20166178 0.7879319  0.7926422
 0.05051635 0.7748768  0.77945673 0.52027005 0.25760466 0.24238364
 0.3088904  0.57641155 0.4381853  0.4351488  0.45569238 0.56551325]"
"[0.49757686 0.5109863  0.19809584 0.18654287 0.8027102  0.7959084
 0.08786051 0.78211826 0.67859334 0.52199495 0.3447952  0.3279197
 0.32632717 0.55275273 0.46543995 0.44664177 0.47601634 0.53537613]"
"[0.5075917  0.4984215  0.20678261 0.19629797 0.79400253 0.55199736
 0.21388891 0.52871704 0.32877988 0.4831675  0.6734108  0.65873325
 0.45656258 0.45419678 0.62743044 0.50386363 0.58968323 0.41644135]"
"[0.50229    0.4969992  0.21939404 0.2093881  0.78157413 0.3852023
 0.46560532 0.3673711  0.53290385 0.48813397 0.48398152 0.4652366
 0.3870558  0.5172547  0.5528229  0.48842916 0.5408541  0.4952116 ]"
"[0.4986499  0.50164014 0.1989449  0.18952268 0.8025609  0.5932771
 0.20763037 0.5745074  0.64091176 0.5020411  0.38927677 0.37172192
 0.3630678  0.53446317 0.51147556 0.4802261  0.50937045 0.51847965]"
"[0.49090582 0.5059017  0.19025733 0.17977245 0.81062543 0.56526697
 0.26439667 0.54860294 0.6811951  0.5062725  0.35315758 0.33423358
 0.3500952  0.5469185  0.49384418 0.47069198 0.5011487  0.52764595]"
"[0.5126246  0.49857694 0.24339934 0.23013262 0.75712585 0.6826231
 0.14476728 0.66330034 0.17427361 0.4888727  0.8173612  0.806722
 0.52396464 0.39329752 0.688032   0.52579176 0.63511384 0.33877462]"
"[0.5007708  0.49953207 0.22496453 0.21437183 0.775893   0.31094253
 0.51843005 0.29391757 0.4387842  0.48225385 0.5649     0.5459278
 0.40467176 0.50583386 0.57628584 0.49017105 0.55658674 0.47796232]"
"[0.5073974  0.49762064 0.23520002 0.22378954 0.76559335 0.42078003
 0.40837532 0.40151605 0.33255914 0.46863347 0.66706234 0.6520744
 0.45482534 0.4687213  0.63094664 0.50603116 0.5925964  0.43478927]"
"[0.5025477  0.49846506 0.21676819 0.20590135 0.7843013  0.39617974
 0.42844    0.37700954 0.31110576 0.48559436 0.68161976 0.6668223
 0.44245654 0.4695529  0.6149006  0.50269455 0.5841718  0.430086  ]"
"[0.514281   0.50469637 0.2338605  0.221634   0.7668292  0.7917928
 0.08048999 0.77698475 0.20863295 0.5061924  0.7812008  0.76843154
 0.48128995 0.41776866 0.64658195 0.51462877 0.6077278  0.36322626]"
"[0.4986867  0.49756008 0.18901546 0.17909269 0.81236076 0.29570946
 0.5450455  0.279984   0.4086582  0.48605165 0.59386533 0.57687795
 0.415986   0.49574608 0.5852668  0.49462837 0.5645007  0.46251655]"
"[0.4983588  0.49840823 0.23473577 0.22493486 0.7662257  0.19900268
 0.6926444  0.18634388 0.56317335 0.47441578 0.45505804 0.43778747
 0.37985092 0.53549445 0.5491841  0.4822537  0.53627676 0.5193909 ]"
"[0.49588555 0.5052542  0.48408547 0.46453118 0.5150813  0.4634195
 0.35153478 0.44395733 0.7766532  0.49315128 0.26235855 0.2473099
 0.32547754 0.5829078  0.46388403 0.45048445 0.47483903 0.57640696]"
"[0.49330696 0.4803719  0.9649865  0.96003705 0.03422448 0.46527672
 0.33092993 0.4450541  0.32619935 0.51544213 0.66724265 0.6514822
 0.450131   0.4596488  0.58651364 0.51218754 0.57182217 0.4084242 ]"
"[0.48028836 0.49945173 0.8945206  0.884558   0.10363434 0.7412098
 0.1896145  0.7313568  0.6156435  0.5488127  0.40236616 0.38832775
 0.35928565 0.5251691  0.46515208 0.46701002 0.4817142  0.49330956]"
"[0.48796892 0.5119047  0.8491945  0.8380004  0.14980163 0.83216035
 0.03879115 0.8165247  0.78218824 0.55448204 0.25594074 0.24123242
 0.32544154 0.5575251  0.4140194  0.4529273  0.44712362 0.5325305 ]"
"[0.4879256  0.50729847 0.48665133 0.46720877 0.51202285 0.6683242
 0.20071693 0.65357524 0.71519387 0.51056    0.314633   0.30174813
 0.34031102 0.5668217  0.46226534 0.45337278 0.47741657 0.5485538 ]"
"[0.5016747  0.47226614 0.92498124 0.91446275 0.07298404 0.6083401
 0.17101876 0.5824028  0.16860184 0.49058217 0.8172966  0.8064928
 0.5137923  0.42050678 0.66283596 0.5304977  0.6239432  0.35954645]"
"[0.49471784 0.4932568  0.7828361  0.76850957 0.2145236  0.5363385
 0.27018937 0.5132099  0.50767684 0.5099116  0.50867194 0.4932386
 0.40869698 0.49833632 0.5464726  0.4916831  0.53951615 0.46361965]"
"[0.48714787 0.49437302 0.81770456 0.8018571  0.18037257 0.31324533
 0.55248415 0.2978381  0.37279466 0.50178653 0.62261057 0.60609275
 0.43174243 0.48644048 0.5741487  0.5036111  0.55833113 0.44638175]"
"[0.49375296 0.48975793 0.6887699  0.6753837  0.30957496 0.40776306
 0.41188493 0.3867276  0.5345825  0.5010084  0.4823153  0.46581823
 0.39757735 0.5138684  0.53957945 0.49090558 0.5348526  0.48411798]"
"[0.5123527  0.47857872 0.7258531  0.70645624 0.27215207 0.5917016
 0.2391355  0.57297885 0.0490426  0.47612652 0.9345485  0.92871493
 0.570194   0.36701623 0.73864305 0.53837174 0.6726121  0.3004872 ]"
"[0.50045556 0.4784686  0.8276502  0.81227267 0.16980076 0.5503815
 0.19217657 0.52005494 0.321527   0.4978385  0.6688443  0.6528784
 0.44511867 0.46831924 0.5982568  0.5092193  0.5746745  0.42714745]"
"[0.49777395 0.49215713 0.6001455  0.58355916 0.3996505  0.35378924
 0.49777    0.33761844 0.451217   0.4779389  0.5539992  0.5391346
 0.41594228 0.5091971  0.5744479  0.49564967 0.5551867  0.482549  ]"
"[0.49000302 0.51022345 0.771607   0.75292253 0.22615698 0.39926258
 0.3054915  0.37225276 0.73404324 0.49857688 0.29188645 0.27945524
 0.33093694 0.5822994  0.4544014  0.44239083 0.4672203  0.57188976]"
"[0.5128877  0.4880022  0.39696422 0.37917256 0.6017466  0.5498692
 0.2306643  0.522414   0.13621514 0.48030084 0.8412843  0.82942486
 0.50482446 0.41359752 0.6798953  0.52134466 0.6274429  0.3640108 ]"
"[0.5003738  0.49310046 0.73517585 0.71648926 0.2624748  0.33114225
 0.5286268  0.31506822 0.46253586 0.49439114 0.5430745  0.5273231
 0.41296673 0.49899253 0.56213874 0.4992562  0.54749763 0.47059187]"
"[0.49273086 0.49926767 0.90509623 0.8944248  0.0930464  0.5379292
 0.29186526 0.5190679  0.6896617  0.5324384  0.33911455 0.32480484
 0.35305747 0.5455388  0.4617712  0.4648466  0.48330206 0.5166216 ]"
"[0.48243627 0.48869628 0.96196187 0.95573425 0.03726111 0.77808297
 0.05801545 0.7618091  0.7187254  0.5503653  0.31039274 0.29640022
 0.3401217  0.5536355  0.43311352 0.45717186 0.4680523  0.5187943 ]"
"[0.50721735 0.49583516 0.58043015 0.556141   0.41738477 0.7997178
 0.04364768 0.7816236  0.43275017 0.5277451  0.5717038  0.55379117
 0.4008309  0.47990417 0.54701006 0.48690826 0.5378266  0.44120178]"
"[0.49311462 0.5083858  0.35263586 0.33619815 0.64718646 0.5793673
 0.19957814 0.5561568  0.80804443 0.49529952 0.22753935 0.21417367
 0.30289757 0.6000456  0.4392971  0.43203172 0.45492783 0.598248  ]"
"[0.4945011  0.5092984  0.19621672 0.18541619 0.804952   0.5351186
 0.26493338 0.51545316 0.7863889  0.49080786 0.25147483 0.23704259
 0.31290442 0.5889083  0.46126598 0.4415652  0.47131222 0.5858801 ]"
"[0.5021283  0.51090014 0.20818348 0.19722351 0.79311067 0.78326017
 0.05468654 0.7636578  0.62214124 0.5181993  0.40126905 0.38391635
 0.35450077 0.5309175  0.49600998 0.47010264 0.5010377  0.5077116 ]"
"[0.48397583 0.50866354 0.33326662 0.31960368 0.66679627 0.8061646
 0.04666948 0.7914698  0.8102168  0.52236927 0.22278714 0.20968632
 0.30597407 0.59123766 0.41429633 0.43900052 0.43885294 0.58385503]"
"[0.49889985 0.50054145 0.21304214 0.20150605 0.78793025 0.46182626
 0.3954652  0.4467613  0.5353831  0.4963533  0.48223644 0.46508607
 0.3866587  0.51557744 0.5447488  0.4849096  0.53583205 0.48972026]"
"[0.49368748 0.50644433 0.23654704 0.22590359 0.76459825 0.4090193
 0.36055535 0.3875617  0.80149287 0.48640877 0.2371624  0.2238076
 0.3161299  0.5929872  0.4589304  0.4419229  0.46856746 0.5929319 ]"
"[0.49621844 0.50093174 0.261657   0.24919991 0.73915136 0.46500602
 0.34475332 0.44572654 0.5624806  0.4931439  0.4601943  0.44474816
 0.38641113 0.521038   0.54091233 0.48527303 0.5313564  0.49883932]"
"[0.5094244  0.5047493  0.1906827  0.1800566  0.81056654 0.70968515
 0.10450508 0.68966067 0.3112937  0.50293434 0.6834098  0.66690016
 0.44204074 0.4546392  0.6067593  0.50584906 0.5781256  0.41177434]"
"[0.49804583 0.49934754 0.26398957 0.25230768 0.7370662  0.28946808
 0.5934277  0.2750576  0.5538232  0.4773938  0.46530604 0.4504632
 0.38303083 0.53109014 0.5501903  0.47899142 0.5371745  0.5116333 ]"
"[0.49724096 0.4989167  0.24175544 0.22981325 0.75892705 0.22943895
 0.61806065 0.21426418 0.47137323 0.48545676 0.54166967 0.5267533
 0.42103592 0.49626213 0.5801425  0.49764213 0.5644413  0.46398345]"
"[0.50066507 0.49188995 0.22331731 0.21247062 0.77751505 0.26333752
 0.6367933  0.2498689  0.40511483 0.48356915 0.6013113  0.58626854
 0.4239789  0.4880268  0.59683764 0.4979487  0.57198864 0.45571   ]"
"[0.50757515 0.5028522  0.2494858  0.23606834 0.75086164 0.7962724
 0.06719465 0.779015   0.37686878 0.51518434 0.6282129  0.6118329
 0.43201143 0.4591822  0.5877104  0.5023     0.5683441  0.41579428]"
"[0.500432   0.49891615 0.2159578  0.20513244 0.7849439  0.50706136
 0.25466567 0.481706   0.56170624 0.48344833 0.45848447 0.44341278
 0.38229293 0.52700436 0.54342663 0.47708493 0.5292562  0.5094322 ]"
"[0.49019575 0.50320184 0.44484296 0.4276971  0.55388075 0.41706228
 0.3396906  0.3937936  0.8142269  0.4906897  0.22566605 0.21254548
 0.31921795 0.5945103  0.4501825  0.4474105  0.46451345 0.59250987]"
"[0.48962298 0.50840056 0.62316537 0.603392   0.37423077 0.50707465
 0.3097561  0.48650846 0.7805301  0.51233554 0.25941435 0.24487762
 0.33065122 0.5712727  0.450764   0.4566002  0.46747836 0.56053007]"
"[0.497763   0.48570713 0.8947787  0.8839852  0.10366856 0.58030933
 0.22892022 0.55931777 0.48859304 0.52509165 0.5238524  0.5091194
 0.41475636 0.489113   0.5377482  0.49381214 0.53956306 0.44606543]"
"[0.4942062  0.48501062 0.938768   0.9321666  0.06026154 0.6017364
 0.2975581  0.58826673 0.35329318 0.5160171  0.64587706 0.6312887
 0.4501861  0.45997897 0.5826049  0.5112786  0.5642376  0.4142484 ]"
"[0.49003    0.49942422 0.7234048  0.7006959  0.27349395 0.3855015
 0.4392175  0.3672411  0.5635489  0.4996437  0.4510045  0.43872285
 0.38121766 0.53127253 0.51677674 0.468026   0.5118556  0.5087781 ]"
"[0.5007257  0.50230825 0.20711383 0.1961334  0.7939794  0.56655586
 0.24285737 0.5449132  0.58439016 0.49449778 0.4400037  0.42427802
 0.37676662 0.52651775 0.5322205  0.47831684 0.5247077  0.50555825]"
"[0.4923542  0.48682934 0.8913353  0.879272   0.10607801 0.45388955
 0.32216182 0.43090096 0.33475965 0.50255454 0.6611633  0.6479036
 0.454768   0.4622515  0.59848267 0.5134924  0.5770911  0.41680273]"
"[0.49519497 0.48800355 0.8344668  0.82212067 0.16317704 0.4603181
 0.31991848 0.43808603 0.29597366 0.50130475 0.69383115 0.6790453
 0.46163493 0.45744854 0.6037061  0.51760924 0.5777853  0.41320187]"
"[0.50791544 0.48573628 0.56716    0.55278915 0.43191233 0.43614823
 0.3572582  0.41225475 0.16604492 0.4731791  0.81802636 0.8057634
 0.5146918  0.41678017 0.68326735 0.5309092  0.6344466  0.36462188]"
"[0.5172163  0.4976368  0.30282483 0.2873666  0.6974569  0.7141759
 0.13404876 0.6969171  0.11619513 0.4953292  0.8628046  0.85164654
 0.5022373  0.4032026  0.676762   0.52168715 0.6258358  0.34768787]"
"[0.5076744  0.4878409  0.63169926 0.6123818  0.36633903 0.49402714
 0.2886803  0.47236037 0.18067807 0.4914196  0.7987116  0.78529525
 0.48882905 0.42658633 0.65369713 0.5180259  0.61230993 0.37572762]"
"[0.50140023 0.4908657  0.81309974 0.80146825 0.18536918 0.48869213
 0.32003933 0.4661273  0.1909174  0.5044692  0.79648125 0.78507906
 0.5153242  0.40925893 0.6566886  0.5285841  0.62129176 0.34773162]"
"[0.50754297 0.47323495 0.86672735 0.85489434 0.13166878 0.68548125
 0.15974925 0.6669531  0.18952571 0.5104939  0.80205935 0.79193455
 0.52302754 0.39056283 0.6710974  0.5349861  0.6310731  0.32883507]"
"[0.50791067 0.48888022 0.78718084 0.7703298  0.21148944 0.67605716
 0.15550251 0.65795314 0.13524632 0.5131331  0.84348285 0.8330022
 0.50536907 0.4069689  0.655453   0.52907467 0.6204734  0.34126925]"
"[0.5077466  0.49180168 0.3551635  0.33883342 0.64344394 0.50849235
 0.31957084 0.48859853 0.21882597 0.48322195 0.7718836  0.7601107
 0.48739624 0.42961898 0.6589035  0.5125274  0.6149428  0.38150212]"
"[0.50508046 0.4897321  0.67727053 0.6612405  0.32263336 0.6008309
 0.17518353 0.5735431  0.35558826 0.49493828 0.6432927  0.6277597
 0.44496328 0.4697399  0.59924555 0.5125364  0.57796365 0.42830548]"
"[0.47992635 0.4998786  0.9318058  0.92394316 0.0666486  0.6837258
 0.11781801 0.660212   0.8131493  0.5437525  0.22069696 0.20851037
 0.31256872 0.587279   0.39854428 0.4405536  0.44033083 0.56292945]"
"[0.47532606 0.50486875 0.9287882  0.92113304 0.06979954 0.7536804
 0.1424056  0.7414564  0.79087484 0.5645977  0.244118   0.23088405
 0.31878036 0.5666987  0.3975124  0.44743222 0.44001132 0.5345359 ]"
"[0.50947815 0.4919761  0.53933793 0.5196848  0.45887336 0.6840205
 0.16944624 0.66883117 0.29591364 0.49561924 0.7019443  0.68968534
 0.47305077 0.4401254  0.63065994 0.5164239  0.5959815  0.39653137]"
"[0.4984818  0.4975655  0.42908734 0.41526404 0.5710634  0.32140446
 0.5138591  0.30199462 0.6566152  0.48112792 0.36799186 0.3525877
 0.35802513 0.55776584 0.5100772  0.4667551  0.5074307  0.5473436 ]"
"[0.491791   0.50528467 0.23790784 0.22532055 0.7630326  0.3404736
 0.47967538 0.3223946  0.7595608  0.48416725 0.27606016 0.2606215
 0.3234021  0.58576363 0.47487321 0.44824687 0.4822412  0.58073455]"
"[0.49206382 0.5089741  0.21679732 0.20409867 0.78417736 0.7923196
 0.04759392 0.77383816 0.6830764  0.5226375  0.34737512 0.3307873
 0.3457806  0.54702616 0.47036776 0.46399146 0.48248306 0.525199  ]"
"[0.50589    0.49354616 0.22100231 0.20974359 0.77981055 0.70561236
 0.11929362 0.6862328  0.28488246 0.49179476 0.7099859  0.6949891
 0.4616897  0.44733024 0.6272661  0.50690174 0.5915395  0.40358162]"
"[0.49866685 0.5039697  0.18591592 0.17635807 0.81549484 0.5393615
 0.34011936 0.5262067  0.6007317  0.508422   0.43009156 0.4126296
 0.37731415 0.5161959  0.52964556 0.48309326 0.52683735 0.49038857]"
"[0.50051963 0.50153124 0.18639787 0.1755659  0.8145873  0.47318405
 0.3049372  0.45056248 0.4587102  0.4882978  0.5534052  0.5371626
 0.40776676 0.49848804 0.5754503  0.4862245  0.5560175  0.46702856]"
"[0.49883065 0.5058941  0.17116264 0.16133152 0.8303504  0.5924531
 0.2536289  0.5776044  0.52116066 0.5057992  0.49278516 0.47637782
 0.3840902  0.51036966 0.5385816  0.48057508 0.5295831  0.48303276]"
"[0.51848763 0.50081116 0.22577468 0.21409139 0.77529    0.62259734
 0.19676448 0.60060036 0.12859412 0.48610097 0.8592993  0.85020196
 0.5241228  0.389989   0.70198905 0.5275429  0.64718115 0.3313333 ]"
"[0.5040828  0.49828386 0.21824892 0.20691666 0.78284323 0.54531896
 0.2631561  0.52365017 0.3516431  0.49061054 0.646852   0.63250816
 0.44343996 0.46782106 0.6056272  0.50111187 0.5780381  0.42892742]"
"[0.5080972  0.50823456 0.19280791 0.1825445  0.8083485  0.6615216
 0.19855255 0.6445631  0.52228284 0.49846905 0.4988938  0.48486295
 0.39726275 0.49901944 0.5583555  0.4798254  0.54066885 0.47424927]"
"[0.5002025  0.49830326 0.20637079 0.1967012  0.794665   0.4631621
 0.31455106 0.43974695 0.5489568  0.48612675 0.4685564  0.45099187
 0.38330787 0.52285445 0.54705524 0.4860496  0.5361659  0.5027336 ]"
"[0.5082859  0.49544853 0.24535075 0.23105021 0.75485176 0.77870375
 0.09678386 0.7602664  0.2734366  0.5055138  0.7213106  0.70759124
 0.46038693 0.43919516 0.62505454 0.5082432  0.5943693  0.38824937]"
"[0.50122213 0.49508563 0.25765836 0.24697356 0.7432791  0.41426587
 0.42319298 0.3956096  0.40519246 0.4814486  0.5927211  0.57801384
 0.4185865  0.49783373 0.5819055  0.49499616 0.55786556 0.47086176]"
"[0.49812207 0.49836946 0.21500762 0.20474723 0.7861883  0.36689252
 0.41247573 0.34642985 0.55261934 0.48255172 0.46620113 0.4504694
 0.3851703  0.52687716 0.5480714  0.48213807 0.53562635 0.5071861 ]"
"[0.49433905 0.50890553 0.32055616 0.30463368 0.6790658  0.5035192
 0.280813   0.48325577 0.75949943 0.48628744 0.27269012 0.25858778
 0.31647354 0.5873166  0.46546215 0.437759   0.47138405 0.5853044 ]"
"[0.4996089  0.48533472 0.91389304 0.907942   0.0854153  0.6937791
 0.10133803 0.67122394 0.30235118 0.5364946  0.6879406  0.6710686
 0.44546318 0.44606692 0.58074594 0.51361483 0.57046694 0.38928002]"
"[0.4923141  0.48488417 0.8550021  0.84216195 0.1427364  0.47761145
 0.29113767 0.45707875 0.37328333 0.50602007 0.625016   0.61013186
 0.4349547  0.48238832 0.57501084 0.5059067  0.5633671  0.43733034]"
"[0.49261445 0.5052875  0.8128029  0.79899126 0.18496427 0.42841864
 0.4007689  0.41035986 0.58114624 0.52166206 0.4339769  0.41792768
 0.37031096 0.53129745 0.4909191  0.46973896 0.49767885 0.50280464]"
"[0.48670512 0.50395954 0.63492185 0.6192798  0.36436    0.42860326
 0.4560485  0.41638166 0.719231   0.5115853  0.3082874  0.29769698
 0.33978072 0.5687634  0.45567387 0.4424343  0.46896172 0.5541886 ]"
"[0.4979435  0.48119503 0.91496813 0.9062449  0.08424211 0.40066734
 0.40456685 0.38075277 0.18737496 0.50445116 0.7894338  0.7762442
 0.48923072 0.43425426 0.63413614 0.527688   0.6063758  0.37484306]"
"[0.49726415 0.49027234 0.88376653 0.87130326 0.11431464 0.5876213
 0.2087594  0.5653533  0.3657057  0.5140719  0.6313842  0.61594504
 0.439303   0.47215375 0.5741761  0.51061285 0.5630599  0.4244973 ]"
"[0.4933549  0.48632374 0.8725852  0.86057913 0.12569748 0.34641433
 0.4755353  0.3256964  0.4428564  0.49372482 0.5679568  0.5549582
 0.4299554  0.49118415 0.5764755  0.4958325  0.55923504 0.4542985 ]"
"[0.48467427 0.49326855 0.90280026 0.89538115 0.09594093 0.45236808
 0.42496222 0.4358275  0.67949104 0.52502435 0.34637722 0.33218712
 0.3537131  0.5482311  0.47056454 0.46614894 0.49051222 0.5212734 ]"
"[0.5075582  0.48463526 0.74255323 0.7247104  0.2547686  0.6519109
 0.160889   0.6318764  0.1614622  0.49248385 0.82570994 0.81490105
 0.5169405  0.40365982 0.67621565 0.5301513  0.6304722  0.34611928]"
"[0.50466824 0.48213673 0.80680025 0.7895532  0.19146174 0.5968596
 0.20176108 0.5727277  0.27268133 0.50019187 0.712592   0.6971773
 0.45873484 0.4569548  0.61045295 0.5167678  0.58640426 0.40814662]"
"[0.5021957  0.49377593 0.6482321  0.6309186  0.3496187  0.44970638
 0.34804258 0.4289759  0.34642404 0.49110946 0.6506843  0.63702047
